Date,A/C Type,Location,Fatalities,Registration,detail.url,Flight Phase,Circumstances,Flight Type,Site,Probable cause
"Aug 2, 2013",Cessna 207 Skywagon/Stationair,"Mount Nicholas, Otago Regional Council",0,ZK-LAW,http://www.baaa-acro.com/crash/crash-cessna-207a-stationair-8-ii-mount-nicholas,Flight,"Crew was performing a training mission. In flight, in unknown circumstances, aircraft went out of control and crashed inverted in a prairie located near Mount Nicholas, between Queenstown and Te Anau, Otago. Both occupants were seriously injured while the aircraft was destroyed.",Training,Plain,
"Aug 1, 2013",Piper PA-31-350 Navajo Chieftain,"Eilat (אילת), Southern District",1,4X-AKV,http://www.baaa-acro.com/crash/crash-piper-pa-31-310-navajo-c-eilat-1-killed,Landing (descent or approach),"Following an uneventful flight from Herzliya, aircraft landed normally at Eilat. After touch down, it went out of control, veered off runway and came to rest upside down in a ditch. While both passengers were seriously injured, pilot was killed. ",Charter (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),
"Jul 30, 2013",Cessna 404 Titan,"Tanzania, All Tanzania",0,5Y-DOC,http://www.baaa-acro.com/crash/crash-cessna-404-titan-ii-kapingiro,Takeoff (climb),"Shortly after take off from a remote airstrip in Merugwayi, while flying in bad weather conditions, aircraft crashed in a wilderness located in Kapingiro. All seven occupants were injured, the copilot aged 23 seriously. Aircraft was damaged beyond repair. Among passengers were several doctors who provided medical services in the remote district. ",Charter (Non Scheduled Revenue Flight),Plain,
"Jul 28, 2013",PZL-Mielec AN-2,"Shakhty, Rostov oblast",0,FLA-3618K,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-shakhty,Takeoff (climb),"Shortly after take off from Shakhty Airport, in Rostov oblast, pilot encountered engine problem. He elected to make an emergency landing in an open field located 500 metres from airport. On touch down, aircraft lost its undercarriage, wings and tail. Pilot, uninjured, fled the scene but was arrested by police later. Technician by a Plant at the Shakhty Airport, he was the owner of this aircraft since seven months and was performing a test flight despite the fact he was not in possession of any pilot licence according to Russian authorities. ",Test,Airport (less than 10 km from airport),
"Jul 21, 2013",PZL-Mielec AN-2,"Pyatikhatki, Autonomous Republic of Crimea",0,UR-ART,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-pyatykhatki,Flight,"On a crop spraying flight in the Krasnoperekopsk district of the autonomous Republic of Crimea when the engine failed while the aircraft was flying at a height of some 35-40 metres. Crew attempted a forced landing in a rice field near Pyatykhatki but the wheels got stuck in the soft ground and the aircraft nosed over, coming to rest upside down. While both occupants were unhurt, the aircraft was damaged beyond repair.",Spraying (Agricultural),Plain,Engine failure caused by soot deposits in a discharge valve.
"Jul 19, 2013",Britten-Norman Islander,"Panama City, Panamá",0,HP-1338MF,http://www.baaa-acro.com/crash/crash-britten-norman-bn-2a-21-islander-perico-island,Landing (descent or approach),"Few minutes after he left Isla del Rey Airport, while overflying the bay of Panama City, pilot informed ATC about engin problems. Unable to reach the Panama City-Marcos A. Gelabert Airport, pilot reduced his altitude and elected to make an emergency landing on Perico Island, some 10 km south of Panama City Airport. After touch down, aircraft went out of control and collided with a container. All eight occupants were uninjured while the aircraft was damaged beyond repair. ",Charter (Non Scheduled Revenue Flight),Plain,
"Jul 7, 2013",De Havilland DHC-3 Otter,"Soldotna, Alaska",21,N93PC,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-3t-otter-soldotna-10-killed,Takeoff (climb),"Aircraft impacted the ground off the right side of runway 25 after takeoff from Soldotna Airport (PASX), Soldotna, Alaska. The 9 passengers and 1 commercial pilot were fatally injured and the airplane was destroyed by impact forces and postcrash fire. The aircraft was registered to Rediske Family Limited Partnership, and operated under the provisions of 14 Code of Federal Regulations Part 135 as an on demand, non-scheduled flight between PASX, and a lodge located in Chinitna Bay, Alaska, approximately 90 miles southwest of Soldotna. Visual meteorological conditions prevailed and no flight plan was filed for the flight.",Charter (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),
"Jul 6, 2013",Boeing 777-200,"San Francisco, California",3,HL7742,http://www.baaa-acro.com/crash/crash-boeing-777-28e-san-francisco-3-killed,Landing (descent or approach),"On final approach to San Francisco International Airport, aircraft was too low. About seven seconds before impact, copilot requested engine power while the stick shaker activated. One second and a half prior to impact, at a speed of 103 knots, pilot decided to peform a go around but this was too late. Aircraft hit a sea wall located between the Bay of San Francisco and the threshold of runway 28L, 115 metres short of runway. On impact, empennage was sheared off. Aircraft crashed, lost its both engines and all undercarriage before coming to rest in flames 490 metres further, on left side of the runway. Two passengers were killed while 132 others were injured. 175 people were uninjured as the aircraft was destroyed by impact forces and post impact fire. A passenger who was in critical conditions died six days later. PIC had logged only 43 flying hours on B777 and was still under supervision by an instructor at the time of the accident. For unknown reasons, crew was approaching at a too low altitude, under the approach slope in very good weather conditions. ",Scheduled Revenue Flight,Airport (less than 10 km from airport),
"Jun 29, 2013",Embraer EMB-110 Bandeirante,"Francistown, North-East District",2,ZS-NVB,http://www.baaa-acro.com/crash/crash-embraer-emb-110p1-bandeirante-francistown-2-killed,Landing (descent or approach),"Crew was performing a cargo flight from Johannesburg to Lubumbashi with an intermediate stop for refueling in Francistown. During the early morning approach, visibility was limited due to fog. Crew abort the approach and elected to land from the opposite direction. During the second attempt, aircraft crashed in a bushy area located some 4,6 km short of runway. Both occupants were killed. Cargo consisted of ion exchange resins for water purification.",Cargo,Airport (less than 10 km from airport),
"Jun 28, 2013",Antonov AN-2,"Russia, All Russia",0,RF-00408,http://www.baaa-acro.com/crash/crash-antonov-2-nekrasovka,Flight,"En route from Khabarovsk to Samarga, crew encountered technical problems and decided to return to Khabarovsk. Aircraft was not able to maintain a safe altitude so crew elected to carry out an emergency landing. Single engine aircraft hit trees and crashed in a dense wooded area. All nine occupants were injured, five of them seriously. Aircraft was damaged beyond repair.",Charter (Non Scheduled Revenue Flight),Plain,
"Jun 28, 2013",Antonov AN-2,"Kyzylorda, Kyzylorda",1,UP-A0190,http://www.baaa-acro.com/crash/crash-antonov-2-terenozek-1-killed,NA,"Crew was engaged in a crop spraying flight when accident occurred in unknown circumstances in the region of Terenozek, Kyzylorda Province. One occupant was killed while the second one was injured. ",Spraying (Agricultural),Plain,
"Jun 25, 2013",Piper PA-31-350 Navajo Chieftain,"Jérémie, Grand'Anse",2,HI-892,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-jeremie-2-killed,Flight,"Aircraft left Dominican Republic for an international flight and no flight plan was filed. While cruising in the region of Jérémie, twin engine aircraft hit a mountain and was destroyed by impact forces and post-crash  fire. Both occupants were killed. According to Dominican Authorities, the owner of the plane, a businessman, leased it to a couple of Hondurans who were certainly performing an illegal mission. ",Private,Mountains,
